country,year,sex,age,suicides_no
Finland,1996,female,55-74 years,76
Finland,1996,female,25-34 years,44
Finland,1996,female,75+ years,15
Finland,1996,female,15-24 years,21
Finland,1996,female,5-14 years,3
Finland,1996,male,5-14 years,3
Finland,1997,male,35-54 years,473
Finland,1997,male,75+ years,53
Finland,1997,male,25-34 years,179
Finland,1997,male,55-74 years,204
Finland,1997,male,15-24 years,128
Finland,1997,female,35-54 years,133
Finland,1997,female,55-74 years,65
Finland,1997,female,25-34 years,43
Finland,1997,female,75+ years,19
Finland,1997,female,15-24 years,22
Finland,1997,female,5-14 years,2
Finland,1997,male,5-14 years,1
Finland,1998,male,75+ years,64
Finland,1998,male,35-54 years,413
Finland,1998,male,25-34 years,172
Finland,1998,male,55-74 years,212
Finland,1998,male,15-24 years,98
Finland,1998,female,55-74 years,77
Finland,1998,female,35-54 years,105
Finland,1998,female,25-34 years,38
Finland,1998,female,75+ years,19
Finland,1998,female,15-24 years,25
Finland,1998,male,5-14 years,3
Finland,1998,female,5-14 years,2
Finland,1999,male,75+ years,52
Finland,1999,male,35-54 years,408
Finland,1999,male,25-34 years,167
Finland,1999,male,55-74 years,204
Finland,1999,male,15-24 years,122
Finland,1999,female,35-54 years,118
Finland,1999,female,55-74 years,68
Finland,1999,female,25-34 years,36
Finland,1999,female,15-24 years,19
Finland,1999,female,75+ years,11
Finland,1999,female,5-14 years,1
Finland,1999,male,5-14 years,1
Finland,2000,male,35-54 years,402
Finland,2000,male,25-34 years,156
Finland,2000,male,75+ years,44
Finland,2000,male,55-74 years,166
Finland,2000,male,15-24 years,105
Finland,2000,female,55-74 years,84
Finland,2000,female,35-54 years,122
Finland,2000,female,25-34 years,41
Finland,2000,female,15-24 years,26
Finland,2000,female,75+ years,17
Finland,2000,female,5-14 years,2
Finland,2000,male,5-14 years,0
Finland,2001,male,35-54 years,429
Finland,2001,male,25-34 years,156
Finland,2001,male,55-74 years,207
Finland,2001,male,75+ years,44
Finland,2001,male,15-24 years,93
Finland,2001,female,35-54 years,130
Finland,2001,female,55-74 years,72
Finland,2001,female,75+ years,23
Finland,2001,female,25-34 years,23
Finland,2001,female,15-24 years,22
Finland,2001,male,5-14 years,4
Finland,2001,female,5-14 years,1
Finland,2002,male,75+ years,57
Finland,2002,male,35-54 years,339
Finland,2002,male,55-74 years,204
Finland,2002,male,25-34 years,124
Finland,2002,male,15-24 years,97
Finland,2002,female,35-54 years,125
Finland,2002,female,55-74 years,75
Finland,2002,female,25-34 years,30
Finland,2002,female,75+ years,18
Finland,2002,female,15-24 years,23
Finland,2002,male,5-14 years,3
Finland,2002,female,5-14 years,0
Finland,2003,male,35-54 years,376
Finland,2003,male,75+ years,52
Finland,2003,male,55-74 years,176
Finland,2003,male,25-34 years,111
Finland,2003,male,15-24 years,95
Finland,2003,female,35-54 years,112
Finland,2003,female,55-74 years,72
Finland,2003,female,75+ years,22
Finland,2003,female,15-24 years,27
Finland,2003,female,25-34 years,25
Finland,2003,male,5-14 years,5
Finland,2003,female,5-14 years,2
Finland,2004,male,55-74 years,220
Finland,2004,male,35-54 years,310
Finland,2004,male,75+ years,49
Finland,2004,male,25-34 years,119
Finland,2004,male,15-24 years,110
Finland,2004,female,35-54 years,116
Finland,2004,female,15-24 years,31
Finland,2004,female,25-34 years,30
Finland,2004,female,55-74 years,54
Finland,2004,female,75+ years,20
Finland,2004,male,5-14 years,4
Finland,2004,female,5-14 years,1
Finland,2005,male,75+ years,64
Finland,2005,male,35-54 years,299
Finland,2005,male,55-74 years,194
Finland,2005,male,25-34 years,99
Finland,2005,male,15-24 years,68
Finland,2005,female,35-54 years,109
Finland,2005,female,55-74 years,74
Finland,2005,female,15-24 years,33
Finland,2005,female,25-34 years,32
Finland,2005,female,75+ years,20
Finland,2005,female,5-14 years,2
Finland,2005,male,5-14 years,0
Finland,2006,male,35-54 years,310
Finland,2006,male,55-74 years,225
Finland,2006,male,25-34 years,113
Finland,2006,male,75+ years,44
Finland,2006,male,15-24 years,108
Finland,2006,female,35-54 years,104
Finland,2006,female,55-74 years,78
Finland,2006,female,25-34 years,33
Finland,2006,female,75+ years,24
Finland,2006,female,15-24 years,19
Finland,2006,male,5-14 years,3
Finland,2006,female,5-14 years,1
Finland,2007,male,75+ years,58
Finland,2007,male,35-54 years,297
Finland,2007,male,55-74 years,203
Finland,2007,male,25-34 years,101
Finland,2007,male,15-24 years,89
Finland,2007,female,55-74 years,83
Finland,2007,female,35-54 years,89
Finland,2007,female,15-24 years,31
Finland,2007,female,25-34 years,24
Finland,2007,female,75+ years,17
Finland,2007,male,5-14 years,3
Finland,2007,female,5-14 years,0
Finland,2008,male,35-54 years,331
Finland,2008,male,55-74 years,225
Finland,2008,male,25-34 years,116
Finland,2008,male,75+ years,46
Finland,2008,male,15-24 years,81
Finland,2008,female,35-54 years,91
Finland,2008,female,55-74 years,68
Finland,2008,female,25-34 years,32
Finland,2008,female,15-24 years,26
Finland,2008,female,75+ years,13
Finland,2008,female,5-14 years,2
Finland,2008,male,5-14 years,2
Finland,2009,male,35-54 years,293
Finland,2009,male,75+ years,57
Finland,2009,male,25-34 years,121
Finland,2009,male,55-74 years,201
Finland,2009,male,15-24 years,89
Finland,2009,female,35-54 years,100
Finland,2009,female,55-74 years,84
Finland,2009,female,25-34 years,40
Finland,2009,female,15-24 years,28
Finland,2009,female,75+ years,20
Finland,2009,female,5-14 years,1
Finland,2009,male,5-14 years,0
Finland,2010,male,25-34 years,119
Finland,2010,male,75+ years,52
Finland,2010,male,35-54 years,241
Finland,2010,male,55-74 years,200
Finland,2010,male,15-24 years,105
Finland,2010,female,25-34 years,37
Finland,2010,female,35-54 years,77
Finland,2010,female,55-74 years,69
Finland,2010,female,15-24 years,30
Finland,2010,female,75+ years,23
Finland,2010,male,5-14 years,1
Finland,2010,female,5-14 years,0
Finland,2011,male,75+ years,64
Finland,2011,male,35-54 years,259
Finland,2011,male,55-74 years,191
Finland,2011,male,25-34 years,105
Finland,2011,male,15-24 years,89
Finland,2011,female,55-74 years,73
Finland,2011,female,35-54 years,67
Finland,2011,female,15-24 years,27
Finland,2011,female,25-34 years,26
Finland,2011,female,75+ years,9
Finland,2011,male,5-14 years,2
Finland,2011,female,5-14 years,0
Finland,2012,male,35-54 years,235
Finland,2012,male,55-74 years,195
Finland,2012,male,75+ years,49
Finland,2012,male,25-34 years,91
Finland,2012,male,15-24 years,85
Finland,2012,female,55-74 years,87
Finland,2012,female,15-24 years,32
Finland,2012,female,35-54 years,65
Finland,2012,female,25-34 years,27
Finland,2012,female,75+ years,7
Finland,2012,female,5-14 years,0
Finland,2012,male,5-14 years,0
Finland,2013,male,25-34 years,131
Finland,2013,male,55-74 years,216
Finland,2013,male,75+ years,56
Finland,2013,male,35-54 years,194
Finland,2013,male,15-24 years,68
Finland,2013,female,35-54 years,72
Finland,2013,female,55-74 years,69
Finland,2013,female,15-24 years,31
Finland,2013,female,25-34 years,31
Finland,2013,female,75+ years,17
Finland,2013,female,5-14 years,1
Finland,2013,male,5-14 years,1
Finland,2014,male,75+ years,61
Finland,2014,male,25-34 years,110
Finland,2014,male,35-54 years,207
Finland,2014,male,55-74 years,157
Finland,2014,male,15-24 years,63
Finland,2014,female,25-34 years,37
Finland,2014,female,35-54 years,60
Finland,2014,female,55-74 years,59
Finland,2014,female,15-24 years,22
Finland,2014,female,75+ years,11
Finland,2014,female,5-14 years,1
Finland,2014,male,5-14 years,1
Finland,2015,male,75+ years,53
Finland,2015,male,35-54 years,190
Finland,2015,male,25-34 years,92
Finland,2015,male,55-74 years,159
Finland,2015,male,15-24 years,59
Finland,2015,female,25-34 years,30
Finland,2015,female,35-54 years,55
Finland,2015,female,55-74 years,55
Finland,2015,female,75+ years,21
Finland,2015,female,15-24 years,12
Finland,2015,male,5-14 years,5
Finland,2015,female,5-14 years,0
France,1985,male,75+ years,1522
France,1985,male,55-74 years,2363
France,1985,male,35-54 years,2752
France,1985,male,25-34 years,1492
France,1985,female,75+ years,670
France,1985,female,55-74 years,1218
France,1985,male,15-24 years,740
France,1985,female,35-54 years,1065
France,1985,female,25-34 years,447
France,1985,female,15-24 years,197
France,1985,male,5-14 years,29
France,1985,female,5-14 years,6
France,1986,male,75+ years,1465
France,1986,male,55-74 years,2382
France,1986,male,35-54 years,2847
France,1986,male,25-34 years,1448
France,1986,female,75+ years,694
France,1986,female,55-74 years,1203
France,1986,female,35-54 years,1137
France,1986,male,15-24 years,695
France,1986,female,25-34 years,424
France,1986,female,15-24 years,193
France,1986,male,5-14 years,35
France,1986,female,5-14 years,6
France,1987,male,75+ years,1491
France,1987,male,55-74 years,2198
France,1987,male,35-54 years,2855
France,1987,male,25-34 years,1369
France,1987,female,75+ years,730
France,1987,female,55-74 years,1122
France,1987,female,35-54 years,1124
France,1987,male,15-24 years,641
France,1987,female,25-34 years,414
France,1987,female,15-24 years,175
France,1987,male,5-14 years,33
France,1987,female,5-14 years,9
France,1988,male,75+ years,1470
France,1988,male,55-74 years,2012
France,1988,male,35-54 years,2752
France,1988,male,25-34 years,1371
France,1988,female,75+ years,652
France,1988,female,55-74 years,1063
France,1988,female,35-54 years,1087
France,1988,male,15-24 years,606
France,1988,female,25-34 years,380
France,1988,female,15-24 years,178
France,1988,male,5-14 years,23
France,1988,female,5-14 years,5
France,1989,male,75+ years,1476
France,1989,male,55-74 years,2066
France,1989,male,35-54 years,2731
France,1989,male,25-34 years,1366
France,1989,female,75+ years,677
France,1989,female,55-74 years,1063
France,1989,male,15-24 years,681
France,1989,female,35-54 years,1043
France,1989,female,25-34 years,391
France,1989,female,15-24 years,190
France,1989,male,5-14 years,23
France,1989,female,5-14 years,8
France,1990,male,75+ years,1441
France,1990,male,55-74 years,1986
France,1990,male,35-54 years,2816
France,1990,male,25-34 years,1314
France,1990,female,75+ years,661
France,1990,female,55-74 years,1002
France,1990,male,15-24 years,607
France,1990,female,35-54 years,981
France,1990,female,25-34 years,392
France,1990,female,15-24 years,184
France,1990,male,5-14 years,14
France,1990,female,5-14 years,5
France,1991,male,75+ years,1309
France,1991,male,55-74 years,2048
France,1991,male,35-54 years,2870
France,1991,male,25-34 years,1346
France,1991,female,75+ years,645
France,1991,female,55-74 years,1041
France,1991,male,15-24 years,639
France,1991,female,35-54 years,1058
France,1991,female,25-34 years,366
France,1991,female,15-24 years,167
France,1991,male,5-14 years,9
France,1991,female,5-14 years,4
France,1992,male,75+ years,1328
France,1992,male,55-74 years,2077
France,1992,male,35-54 years,3029
France,1992,male,25-34 years,1400
France,1992,female,75+ years,599
France,1992,female,55-74 years,981
France,1992,female,35-54 years,1058
France,1992,male,15-24 years,589
France,1992,female,25-34 years,386
France,1992,female,15-24 years,175
France,1992,male,5-14 years,19
France,1992,female,5-14 years,3
France,1993,male,75+ years,1311
France,1993,male,35-54 years,3210
France,1993,male,55-74 years,2100
France,1993,male,25-34 years,1458
France,1993,female,75+ years,624
France,1993,male,15-24 years,756
France,1993,female,55-74 years,983
France,1993,female,35-54 years,1153
France,1993,female,25-34 years,415
France,1993,female,15-24 years,210
France,1993,male,5-14 years,26
France,1993,female,5-14 years,5
France,1994,male,75+ years,1234
France,1994,male,55-74 years,2194
France,1994,male,35-54 years,3310
France,1994,male,25-34 years,1456
France,1994,female,75+ years,536
France,1994,female,55-74 years,964
France,1994,male,15-24 years,663
France,1994,female,35-54 years,1102
France,1994,female,25-34 years,390
France,1994,female,15-24 years,171
France,1994,male,5-14 years,15
France,1994,female,5-14 years,6
France,1995,male,75+ years,1299
France,1995,male,55-74 years,2067
France,1995,male,35-54 years,3198
France,1995,male,25-34 years,1397
France,1995,female,75+ years,543
France,1995,female,55-74 years,1002
France,1995,male,15-24 years,622
France,1995,female,35-54 years,1110
France,1995,female,25-34 years,372
France,1995,female,15-24 years,181
France,1995,male,5-14 years,22
France,1995,female,5-14 years,6
France,1996,male,75+ years,1227
France,1996,male,35-54 years,3198
France,1996,male,55-74 years,1905
France,1996,male,25-34 years,1308
France,1996,female,75+ years,524
France,1996,female,55-74 years,898
France,1996,female,35-54 years,1135
France,1996,male,15-24 years,519
France,1996,female,25-34 years,381
France,1996,female,15-24 years,165
France,1996,male,5-14 years,17
France,1996,female,5-14 years,2
France,1997,male,75+ years,1293
France,1997,male,35-54 years,3224
France,1997,male,55-74 years,1830
France,1997,male,25-34 years,1206
France,1997,female,75+ years,513
France,1997,female,55-74 years,850
France,1997,female,35-54 years,1137
France,1997,male,15-24 years,534
France,1997,female,25-34 years,362
France,1997,female,15-24 years,167
France,1997,male,5-14 years,12
France,1997,female,5-14 years,11
France,1998,male,75+ years,1207
France,1998,male,35-54 years,3073
France,1998,male,55-74 years,1822
France,1998,male,25-34 years,1136
France,1998,female,75+ years,469
France,1998,female,55-74 years,789
France,1998,male,15-24 years,523
France,1998,female,35-54 years,1040
France,1998,female,25-34 years,316
France,1998,female,15-24 years,140
France,1998,male,5-14 years,10
France,1998,female,5-14 years,9
France,1999,male,75+ years,1189
France,1999,male,55-74 years,1744
France,1999,male,35-54 years,2893
France,1999,male,25-34 years,1103
France,1999,female,75+ years,472
France,1999,female,55-74 years,818
France,1999,female,35-54 years,1090
France,1999,male,15-24 years,477
France,1999,female,25-34 years,325
France,1999,female,15-24 years,127
France,1999,male,5-14 years,21
France,1999,female,5-14 years,9
France,2000,male,75+ years,1326
France,2000,male,35-54 years,3235
France,2000,male,55-74 years,1820
France,2000,male,25-34 years,1088
France,2000,female,75+ years,492
France,2000,female,55-74 years,819
France,2000,female,35-54 years,1127
France,2000,male,15-24 years,471
France,2000,female,25-34 years,291
France,2000,female,15-24 years,137
France,2000,male,5-14 years,35
France,2000,female,5-14 years,8
France,2001,male,75+ years,1206
France,2001,male,35-54 years,3166
France,2001,male,55-74 years,1755
France,2001,male,25-34 years,1075
France,2001,female,75+ years,468
France,2001,female,55-74 years,793
France,2001,female,35-54 years,1122
France,2001,male,15-24 years,434
France,2001,female,25-34 years,260
France,2001,female,15-24 years,135
France,2001,male,5-14 years,24
France,2001,female,5-14 years,11
France,2002,male,75+ years,1189
France,2002,male,35-54 years,3161
France,2002,male,55-74 years,1817
France,2002,male,25-34 years,1069
France,2002,female,75+ years,483
France,2002,female,55-74 years,825
France,2002,female,35-54 years,1198
France,2002,male,15-24 years,469
France,2002,female,25-34 years,275
France,2002,female,15-24 years,120
France,2002,male,5-14 years,23
France,2002,female,5-14 years,14
France,2003,male,75+ years,1284
France,2003,male,35-54 years,3379
France,2003,male,55-74 years,1816
France,2003,male,25-34 years,1038
France,2003,female,75+ years,457
France,2003,female,35-54 years,1163
France,2003,female,55-74 years,785
France,2003,male,15-24 years,495
France,2003,female,25-34 years,281
France,2003,female,15-24 years,141
France,2003,male,5-14 years,26
France,2003,female,5-14 years,6
France,2004,male,75+ years,1233
France,2004,male,35-54 years,3374
France,2004,male,55-74 years,1800
France,2004,male,25-34 years,947
France,2004,female,75+ years,459
France,2004,female,35-54 years,1259
France,2004,female,55-74 years,819
France,2004,male,15-24 years,486
France,2004,female,25-34 years,272
France,2004,female,15-24 years,135
France,2004,male,5-14 years,15
France,2004,female,5-14 years,5
France,2005,male,75+ years,1325
France,2005,male,35-54 years,3193
France,2005,male,55-74 years,1905
France,2005,male,25-34 years,946
France,2005,female,75+ years,474
France,2005,female,55-74 years,875
France,2005,female,35-54 years,1159
France,2005,male,15-24 years,439
France,2005,female,25-34 years,240
France,2005,female,15-24 years,128
France,2005,male,5-14 years,21
France,2005,female,5-14 years,8
France,2006,male,75+ years,1272
France,2006,male,35-54 years,3139
France,2006,male,55-74 years,1875
France,2006,male,25-34 years,887
France,2006,female,75+ years,451
France,2006,female,55-74 years,862
France,2006,female,35-54 years,1130
France,2006,male,15-24 years,398
France,2006,female,25-34 years,255
France,2006,female,15-24 years,124
France,2006,male,5-14 years,22
France,2006,female,5-14 years,8
France,2007,male,75+ years,1315
France,2007,male,35-54 years,3072
France,2007,male,55-74 years,1776
France,2007,male,25-34 years,843
France,2007,female,75+ years,461
France,2007,female,55-74 years,832
France,2007,female,35-54 years,1091
France,2007,male,15-24 years,397
France,2007,female,25-34 years,204
France,2007,female,15-24 years,114
France,2007,male,5-14 years,16
France,2007,female,5-14 years,6
France,2008,male,75+ years,1346
France,2008,male,35-54 years,3036
France,2008,male,55-74 years,1952
France,2008,male,25-34 years,843
France,2008,female,75+ years,461
France,2008,female,55-74 years,843
France,2008,female,35-54 years,1105
France,2008,male,15-24 years,422
France,2008,female,25-34 years,211
France,2008,female,15-24 years,108
France,2008,male,5-14 years,20
France,2008,female,5-14 years,6
France,2009,male,75+ years,1351
France,2009,male,35-54 years,3124
France,2009,male,55-74 years,2033
France,2009,male,25-34 years,827
France,2009,female,75+ years,464
France,2009,female,55-74 years,883
France,2009,female,35-54 years,1039
France,2009,male,15-24 years,404
France,2009,female,25-34 years,215
France,2009,female,15-24 years,122
France,2009,male,5-14 years,26
France,2009,female,5-14 years,11
France,2010,male,75+ years,1354
France,2010,male,35-54 years,3118
France,2010,male,55-74 years,1956
France,2010,male,25-34 years,805
France,2010,female,75+ years,464
France,2010,female,55-74 years,889
France,2010,female,35-54 years,1074
France,2010,male,15-24 years,385
France,2010,female,25-34 years,177
France,2010,female,15-24 years,117
France,2010,male,5-14 years,23
France,2010,female,5-14 years,17
France,2011,male,75+ years,1423
France,2011,male,35-54 years,3151
France,2011,male,55-74 years,2048
France,2011,male,25-34 years,778
France,2011,female,75+ years,453
France,2011,female,55-74 years,846
France,2011,female,35-54 years,1011
France,2011,male,15-24 years,367
France,2011,female,25-34 years,171
France,2011,female,15-24 years,124
France,2011,male,5-14 years,23
France,2011,female,5-14 years,13
France,2012,male,75+ years,1415
France,2012,male,35-54 years,2903
France,2012,male,55-74 years,1939
France,2012,male,25-34 years,688
France,2012,female,75+ years,459
France,2012,female,55-74 years,767
France,2012,female,35-54 years,891
France,2012,male,15-24 years,359
France,2012,female,25-34 years,183
France,2012,female,15-24 years,106
France,2012,male,5-14 years,22
France,2012,female,5-14 years,11
France,2013,male,75+ years,1342
France,2013,male,35-54 years,2852
France,2013,male,55-74 years,2003
France,2013,male,25-34 years,700
France,2013,female,75+ years,426
France,2013,female,55-74 years,816
France,2013,female,35-54 years,846
France,2013,male,15-24 years,310
France,2013,female,25-34 years,160
France,2013,female,15-24 years,116
France,2013,male,5-14 years,18
France,2013,female,5-14 years,11
France,2014,male,75+ years,1324
France,2014,male,35-54 years,2536
France,2014,male,55-74 years,1825
France,2014,male,25-34 years,680
France,2014,female,75+ years,424
France,2014,female,55-74 years,744
France,2014,female,35-54 years,778
France,2014,male,15-24 years,282
France,2014,female,25-34 years,170
France,2014,female,15-24 years,92
France,2014,male,5-14 years,14
France,2014,female,5-14 years,12
Georgia,1990,male,75+ years,14
Georgia,1990,male,55-74 years,36
Georgia,1990,male,35-54 years,44
Georgia,1990,female,75+ years,8
Georgia,1990,male,25-34 years,23
Georgia,1990,male,15-24 years,23
Georgia,1990,female,55-74 years,18
Georgia,1990,female,35-54 years,22
Georgia,1990,female,15-24 years,4
Georgia,1990,female,25-34 years,4
Georgia,1990,female,5-14 years,0
Georgia,1990,male,5-14 years,0
Georgia,1991,male,75+ years,9
Georgia,1991,male,55-74 years,44
Georgia,1991,male,35-54 years,38
Georgia,1991,female,75+ years,8
Georgia,1991,male,25-34 years,20
Georgia,1991,female,55-74 years,19
Georgia,1991,male,15-24 years,12
Georgia,1991,female,35-54 years,15
Georgia,1991,female,15-24 years,4
Georgia,1991,female,25-34 years,4
Georgia,1991,female,5-14 years,1
Georgia,1991,male,5-14 years,0
Georgia,1992,male,75+ years,10
Georgia,1992,male,55-74 years,51
Georgia,1992,male,35-54 years,46
Georgia,1992,male,25-34 years,26
Georgia,1992,female,75+ years,6
Georgia,1992,male,15-24 years,18
Georgia,1992,female,55-74 years,17
Georgia,1992,female,15-24 years,9
Georgia,1992,female,35-54 years,13
Georgia,1992,female,25-34 years,8
Georgia,1992,female,5-14 years,0
Georgia,1992,male,5-14 years,0
Georgia,1994,male,55-74 years,38
Georgia,1994,female,75+ years,7
Georgia,1994,male,75+ years,3
Georgia,1994,male,15-24 years,15
Georgia,1994,male,35-54 years,21
Georgia,1994,male,25-34 years,13
Georgia,1994,female,55-74 years,13
Georgia,1994,female,35-54 years,9
Georgia,1994,female,15-24 years,2
Georgia,1994,female,25-34 years,2
Georgia,1994,female,5-14 years,0
Georgia,1994,male,5-14 years,0
Georgia,1995,male,55-74 years,35
Georgia,1995,male,75+ years,4
Georgia,1995,male,35-54 years,34
Georgia,1995,male,25-34 years,18
Georgia,1995,male,15-24 years,14
Georgia,1995,female,55-74 years,14
Georgia,1995,female,75+ years,3
Georgia,1995,female,35-54 years,9
Georgia,1995,female,15-24 years,4
Georgia,1995,female,25-34 years,2
Georgia,1995,male,5-14 years,1
Georgia,1995,female,5-14 years,0
Georgia,1996,male,75+ years,9
Georgia,1996,male,55-74 years,40
Georgia,1996,female,75+ years,11
Georgia,1996,male,35-54 years,45
Georgia,1996,male,25-34 years,20
Georgia,1996,female,55-74 years,14
Georgia,1996,male,15-24 years,9
Georgia,1996,female,25-34 years,5
Georgia,1996,female,15-24 years,4
Georgia,1996,female,35-54 years,4
Georgia,1996,male,5-14 years,1
Georgia,1996,female,5-14 years,0
Georgia,1997,male,75+ years,8
Georgia,1997,male,55-74 years,49
Georgia,1997,male,25-34 years,22
Georgia,1997,male,35-54 years,38
Georgia,1997,male,15-24 years,22
Georgia,1997,female,75+ years,7
Georgia,1997,female,55-74 years,12
Georgia,1997,female,35-54 years,13
Georgia,1997,female,15-24 years,2
Georgia,1997,male,5-14 years,2
Georgia,1997,female,25-34 years,1
Georgia,1997,female,5-14 years,0
Georgia,1998,male,55-74 years,39
Georgia,1998,male,75+ years,6
Georgia,1998,male,35-54 years,37
Georgia,1998,male,15-24 years,21
Georgia,1998,male,25-34 years,15
Georgia,1998,female,75+ years,5
Georgia,1998,female,25-34 years,6
Georgia,1998,female,55-74 years,8
Georgia,1998,female,35-54 years,10
Georgia,1998,female,15-24 years,1
Georgia,1998,female,5-14 years,0
Georgia,1998,male,5-14 years,0
Georgia,1999,male,75+ years,10
Georgia,1999,male,55-74 years,52
Georgia,1999,male,25-34 years,37
Georgia,1999,male,35-54 years,38
Georgia,1999,female,75+ years,7
Georgia,1999,female,55-74 years,16
Georgia,1999,male,15-24 years,10
Georgia,1999,female,15-24 years,6
Georgia,1999,female,35-54 years,10
Georgia,1999,female,25-34 years,3
Georgia,1999,female,5-14 years,0
Georgia,1999,male,5-14 years,0
Georgia,2000,male,75+ years,7
Georgia,2000,male,55-74 years,39
Georgia,2000,male,35-54 years,33
Georgia,2000,male,25-34 years,15
Georgia,2000,female,75+ years,6
Georgia,2000,female,55-74 years,13
Georgia,2000,male,15-24 years,8
Georgia,2000,female,35-54 years,8
Georgia,2000,female,25-34 years,1
Georgia,2000,female,15-24 years,0
Georgia,2000,female,5-14 years,0
Georgia,2000,male,5-14 years,0
Georgia,2001,male,55-74 years,27
Georgia,2001,male,75+ years,4
Georgia,2001,female,75+ years,7
Georgia,2001,male,35-54 years,23
Georgia,2001,male,25-34 years,11
Georgia,2001,female,55-74 years,12
Georgia,2001,male,15-24 years,8
Georgia,2001,female,35-54 years,6
Georgia,2001,female,25-34 years,1
Georgia,2001,female,5-14 years,1
Georgia,2001,female,15-24 years,0
Georgia,2001,male,5-14 years,0
Georgia,2004,male,75+ years,17
Georgia,2004,male,35-54 years,56
Georgia,2004,male,25-34 years,29
Georgia,2004,male,55-74 years,28
Georgia,2004,male,15-24 years,13
Georgia,2004,female,75+ years,3
Georgia,2004,female,55-74 years,7
Georgia,2004,female,25-34 years,4
Georgia,2004,male,5-14 years,4
Georgia,2004,female,15-24 years,4
Georgia,2004,female,35-54 years,7
Georgia,2004,female,5-14 years,3
Georgia,2005,male,75+ years,5
Georgia,2005,male,35-54 years,29
Georgia,2005,male,55-74 years,15
Georgia,2005,male,25-34 years,13
Georgia,2005,female,25-34 years,7
Georgia,2005,male,15-24 years,5
Georgia,2005,female,75+ years,2
Georgia,2005,female,55-74 years,4
Georgia,2005,female,15-24 years,3
Georgia,2005,male,5-14 years,2
Georgia,2005,female,35-54 years,2
Georgia,2005,female,5-14 years,0
Georgia,2006,male,75+ years,4
Georgia,2006,male,55-74 years,16
Georgia,2006,male,25-34 years,13
Georgia,2006,male,35-54 years,18
Georgia,2006,male,15-24 years,7
Georgia,2006,female,75+ years,2
Georgia,2006,female,55-74 years,5
Georgia,2006,female,25-34 years,3
Georgia,2006,female,5-14 years,1
Georgia,2006,male,5-14 years,1
Georgia,2006,female,15-24 years,1
Georgia,2006,female,35-54 years,1
Georgia,2007,male,75+ years,10
Georgia,2007,male,55-74 years,24
Georgia,2007,male,35-54 years,29
Georgia,2007,male,25-34 years,14
Georgia,2007,female,75+ years,5
Georgia,2007,male,15-24 years,7
Georgia,2007,female,55-74 years,6
Georgia,2007,female,35-54 years,7
Georgia,2007,female,25-34 years,1
Georgia,2007,female,15-24 years,1
Georgia,2007,female,5-14 years,0
Georgia,2007,male,5-14 years,0
Georgia,2009,male,75+ years,18
Georgia,2009,male,55-74 years,36
Georgia,2009,male,35-54 years,48
Georgia,2009,male,25-34 years,24
Georgia,2009,female,75+ years,10
Georgia,2009,male,15-24 years,20
Georgia,2009,female,55-74 years,15
Georgia,2009,female,15-24 years,4
Georgia,2009,male,5-14 years,3
Georgia,2009,female,35-54 years,7
Georgia,2009,female,25-34 years,2
Georgia,2009,female,5-14 years,1
Georgia,2010,male,55-74 years,32
Georgia,2010,male,75+ years,7
Georgia,2010,male,35-54 years,29
Georgia,2010,male,25-34 years,16
Georgia,2010,male,15-24 years,11
Georgia,2010,female,75+ years,5
Georgia,2010,female,55-74 years,6
Georgia,2010,female,35-54 years,5
Georgia,2010,male,5-14 years,1
Georgia,2010,female,15-24 years,0
Georgia,2010,female,25-34 years,0
Georgia,2010,female,5-14 years,0
Georgia,2011,male,75+ years,16
Georgia,2011,male,55-74 years,23
Georgia,2011,male,35-54 years,25
Georgia,2011,male,15-24 years,12
Georgia,2011,male,25-34 years,8
Georgia,2011,female,35-54 years,6
Georgia,2011,female,55-74 years,4
Georgia,2011,female,25-34 years,2
Georgia,2011,female,75+ years,1
Georgia,2011,female,5-14 years,1
Georgia,2011,female,15-24 years,1
Georgia,2011,male,5-14 years,0
Georgia,2012,male,75+ years,12
Georgia,2012,male,55-74 years,23
Georgia,2012,male,25-34 years,19
Georgia,2012,male,35-54 years,26
Georgia,2012,male,15-24 years,11
Georgia,2012,female,75+ years,2
Georgia,2012,female,15-24 years,3
Georgia,2012,female,55-74 years,3
Georgia,2012,female,35-54 years,3
Georgia,2012,female,5-14 years,1
Georgia,2012,female,25-34 years,1
Georgia,2012,male,5-14 years,0
Georgia,2013,male,75+ years,25
Georgia,2013,male,55-74 years,33
Georgia,2013,male,35-54 years,41
Georgia,2013,male,25-34 years,20
Georgia,2013,male,15-24 years,13
Georgia,2013,female,75+ years,4
Georgia,2013,female,55-74 years,8
Georgia,2013,female,35-54 years,7
Georgia,2013,male,5-14 years,2
Georgia,2013,female,15-24 years,2
Georgia,2013,female,5-14 years,1
Georgia,2013,female,25-34 years,1
Georgia,2014,male,75+ years,22
Georgia,2014,male,55-74 years,58
Georgia,2014,male,35-54 years,53
Georgia,2014,female,55-74 years,18
Georgia,2014,male,15-24 years,12
Georgia,2014,male,25-34 years,13
Georgia,2014,female,75+ years,5
Georgia,2014,female,15-24 years,5
Georgia,2014,female,25-34 years,3
Georgia,2014,female,35-54 years,5
Georgia,2014,female,5-14 years,0
Georgia,2014,male,5-14 years,0
Georgia,2015,male,75+ years,27
Georgia,2015,female,75+ years,20
Georgia,2015,male,55-74 years,34
